#    L    TT             EE             TE             PP             TP          
   594   0.228919E+04   0.179257E+02   0.324191E+02   0.694518E+06   0.837016E+02
   595   0.228001E+04   0.182247E+02   0.324656E+02   0.692769E+06   0.845338E+02
   596   0.227080E+04   0.185255E+02   0.324784E+02   0.691026E+06   0.853733E+02
   597   0.226155E+04   0.188281E+02   0.324571E+02   0.689290E+06   0.862199E+02
   598   0.225228E+04   0.191322E+02   0.324018E+02   0.687561E+06   0.870734E+02
   599   0.224298E+04   0.194379E+02   0.323122E+02   0.685839E+06   0.879336E+02
   600   0.223366E+04   0.197449E+02   0.321885E+02   0.684124E+06   0.888004E+02
   601   0.222433E+04   0.200531E+02   0.320304E+02   0.682415E+06   0.896735E+02
   602   0.221498E+04   0.203625E+02   0.318383E+02   0.680713E+06   0.905528E+02
   603   0.220563E+04   0.206729E+02   0.316118E+02   0.679017E+06   0.914381E+02
   604   0.219628E+04   0.209842E+02   0.313510E+02   0.677329E+06   0.923293E+02
   605   0.218693E+04   0.212963E+02   0.310561E+02   0.675646E+06   0.932260E+02
   606   0.217760E+04   0.216090E+02   0.307269E+02   0.673970E+06   0.941283E+02
   607   0.216827E+04   0.219223E+02   0.303636E+02   0.672301E+06   0.950358E+02
   608   0.215896E+04   0.222360E+02   0.299661E+02   0.670638E+06   0.959484E+02
   609   0.214968E+04   0.225500E+02   0.295347E+02   0.668982E+06   0.968659E+02
   610   0.214042E+04   0.228641E+02   0.290693E+02   0.667332E+06   0.977882E+02
   611   0.213121E+04   0.231781E+02   0.285701E+02   0.665689E+06   0.987150E+02
   612   0.212202E+04   0.234921E+02   0.280371E+02   0.664051E+06   0.996462E+02
   613   0.211287E+04   0.238059E+02   0.274704E+02   0.662421E+06   0.100582E+03
   614   0.210378E+04   0.241193E+02   0.268704E+02   0.660796E+06   0.101521E+03
   615   0.209472E+04   0.244321E+02   0.262371E+02   0.659178E+06   0.102464E+03
   616   0.208574E+04   0.247444E+02   0.255710E+02   0.657566E+06   0.103411E+03
   617   0.207681E+04   0.250560E+02   0.248722E+02   0.655960E+06   0.104362E+03
   618   0.206795E+04   0.253668E+02   0.241411E+02   0.654360E+06   0.105315E+03
   619   0.205916E+04   0.256766E+02   0.233779E+02   0.652767E+06   0.106272E+03
   620   0.205044E+04   0.259855E+02   0.225829E+02   0.651180E+06   0.107232E+03
   621   0.204181E+04   0.262932E+02   0.217564E+02   0.649599E+06   0.108194E+03
   622   0.203326E+04   0.265996E+02   0.208987E+02   0.648024E+06   0.109159E+03
   623   0.202480E+04   0.269045E+02   0.200100E+02   0.646455E+06   0.110127E+03
   624   0.201643E+04   0.272080E+02   0.190907E+02   0.644892E+06   0.111096E+03
   625   0.200815E+04   0.275098E+02   0.181410E+02   0.643335E+06   0.112068E+03
   626   0.199998E+04   0.278097E+02   0.171613E+02   0.641784E+06   0.113042E+03
   627   0.199191E+04   0.281077E+02   0.161518E+02   0.640239E+06   0.114017E+03
   628   0.198396E+04   0.284036E+02   0.151129E+02   0.638700E+06   0.114993E+03
   629   0.197611E+04   0.286974E+02   0.140451E+02   0.637166E+06   0.115971E+03
   630   0.196838E+04   0.289889E+02   0.129488E+02   0.635639E+06   0.116951E+03
   631   0.196076E+04   0.292780E+02   0.118244E+02   0.634117E+06   0.117931E+03
   632   0.195327E+04   0.295645E+02   0.106723E+02   0.632602E+06   0.118911E+03
   633   0.194591E+04   0.298484E+02   0.949283E+01   0.631092E+06   0.119893E+03
   634   0.193868E+04   0.301295E+02   0.828658E+01   0.629588E+06   0.120875E+03
   635   0.193158E+04   0.304077E+02   0.705401E+01   0.628089E+06   0.121857E+03
   636   0.192462E+04   0.306829E+02   0.579558E+01   0.626596E+06   0.122839E+03
   637   0.191780E+04   0.309551E+02   0.451180E+01   0.625109E+06   0.123820E+03
   638   0.191112E+04   0.312240E+02   0.320320E+01   0.623628E+06   0.124802E+03
   639   0.190460E+04   0.314896E+02   0.187025E+01   0.622152E+06   0.125783E+03
   640   0.189822E+04   0.317518E+02   0.513466E+00   0.620681E+06   0.126764E+03
   641   0.189199E+04   0.320104E+02  -0.866630E+00   0.619216E+06   0.127743E+03
   642   0.188592E+04   0.322653E+02  -0.226946E+01   0.617757E+06   0.128722E+03
   643   0.188001E+04   0.325165E+02  -0.369443E+01   0.616303E+06   0.129699E+03
   644   0.187426E+04   0.327639E+02  -0.514094E+01   0.614855E+06   0.130675E+03
   645   0.186867E+04   0.330072E+02  -0.660841E+01   0.613412E+06   0.131649E+03
   646   0.186326E+04   0.332463E+02  -0.809625E+01   0.611975E+06   0.132622E+03
   647   0.185801E+04   0.334813E+02  -0.960379E+01   0.610543E+06   0.133592E+03
   648   0.185293E+04   0.337119E+02  -0.111306E+02   0.609116E+06   0.134560E+03
   649   0.184802E+04   0.339381E+02  -0.126758E+02   0.607694E+06   0.135527E+03
   650   0.184329E+04   0.341597E+02  -0.142389E+02   0.606278E+06   0.136490E+03
   651   0.183874E+04   0.343769E+02  -0.158192E+02   0.604867E+06   0.137451E+03
   652   0.183436E+04   0.345894E+02  -0.174159E+02   0.603462E+06   0.138409E+03
   653   0.183017E+04   0.347972E+02  -0.190286E+02   0.602061E+06   0.139365E+03
   654   0.182617E+04   0.350003E+02  -0.206565E+02   0.600666E+06   0.140317E+03
   655   0.182236E+04   0.351985E+02  -0.222989E+02   0.599276E+06   0.141265E+03
   656   0.181873E+04   0.353919E+02  -0.239551E+02   0.597891E+06   0.142211E+03
   657   0.181529E+04   0.355803E+02  -0.256245E+02   0.596511E+06   0.143153E+03
   658   0.181204E+04   0.357636E+02  -0.273063E+02   0.595136E+06   0.144091E+03
   659   0.180899E+04   0.359417E+02  -0.289998E+02   0.593767E+06   0.145025E+03
   660   0.180613E+04   0.361147E+02  -0.307042E+02   0.592402E+06   0.145956E+03
   661   0.180346E+04   0.362823E+02  -0.324190E+02   0.591043E+06   0.146882E+03
   662   0.180099E+04   0.364445E+02  -0.341433E+02   0.589688E+06   0.147804E+03
   663   0.179872E+04   0.366012E+02  -0.358764E+02   0.588339E+06   0.148722E+03
   664   0.179664E+04   0.367524E+02  -0.376175E+02   0.586994E+06   0.149635E+03
   665   0.179477E+04   0.368980E+02  -0.393659E+02   0.585655E+06   0.150544E+03
   666   0.179309E+04   0.370380E+02  -0.411210E+02   0.584320E+06   0.151447E+03
   667   0.179161E+04   0.371723E+02  -0.428819E+02   0.582990E+06   0.152346E+03
   668   0.179034E+04   0.373008E+02  -0.446478E+02   0.581665E+06   0.153239E+03
   669   0.178926E+04   0.374235E+02  -0.464181E+02   0.580345E+06   0.154128E+03
   670   0.178839E+04   0.375403E+02  -0.481920E+02   0.579030E+06   0.155010E+03
   671   0.178772E+04   0.376513E+02  -0.499687E+02   0.577719E+06   0.155888E+03
   672   0.178725E+04   0.377563E+02  -0.517475E+02   0.576414E+06   0.156759E+03
   673   0.178698E+04   0.378553E+02  -0.535276E+02   0.575113E+06   0.157625E+03
   674   0.178691E+04   0.379484E+02  -0.553084E+02   0.573816E+06   0.158485E+03
   675   0.178705E+04   0.380353E+02  -0.570890E+02   0.572525E+06   0.159338E+03
   676   0.178739E+04   0.381161E+02  -0.588686E+02   0.571238E+06   0.160186E+03
   677   0.178793E+04   0.381909E+02  -0.606465E+02   0.569956E+06   0.161027E+03
   678   0.178867E+04   0.382594E+02  -0.624219E+02   0.568678E+06   0.161861E+03
   679   0.178961E+04   0.383216E+02  -0.641939E+02   0.567405E+06   0.162689E+03
   680   0.179075E+04   0.383777E+02  -0.659618E+02   0.566137E+06   0.163510E+03
   681   0.179209E+04   0.384273E+02  -0.677247E+02   0.564873E+06   0.164323E+03
   682   0.179361E+04   0.384706E+02  -0.694818E+02   0.563614E+06   0.165130E+03
   683   0.179534E+04   0.385075E+02  -0.712324E+02   0.562360E+06   0.165930E+03
   684   0.179727E+04   0.385380E+02  -0.729757E+02   0.561109E+06   0.166722E+03
   685   0.179939E+04   0.385621E+02  -0.747111E+02   0.559864E+06   0.167506E+03
   686   0.180169E+04   0.385799E+02  -0.764375E+02   0.558622E+06   0.168283E+03
   687   0.180420E+04   0.385914E+02  -0.781549E+02   0.557386E+06   0.169051E+03
   688   0.180689E+04   0.385966E+02  -0.798626E+02   0.556153E+06   0.169812E+03
   689   0.180978E+04   0.385955E+02  -0.815592E+02   0.554925E+06   0.170565E+03
   690   0.181285E+04   0.385882E+02  -0.832440E+02   0.553702E+06   0.171309E+03
   691   0.181611E+04   0.385746E+02  -0.849168E+02   0.552482E+06   0.172045E+03
   692   0.181955E+04   0.385548E+02  -0.865770E+02   0.551267E+06   0.172773E+03
   693   0.182318E+04   0.385288E+02  -0.882239E+02   0.550057E+06   0.173491E+03
   694   0.182699E+04   0.384965E+02  -0.898559E+02   0.548850E+06   0.174201E+03
   695   0.183099E+04   0.384581E+02  -0.914730E+02   0.547648E+06   0.174902E+03
   696   0.183514E+04   0.384133E+02  -0.930738E+02   0.546450E+06   0.175594E+03
   697   0.183949E+04   0.383624E+02  -0.946582E+02   0.545256E+06   0.176276E+03
   698   0.184399E+04   0.383053E+02  -0.962248E+02   0.544066E+06   0.176949E+03
   699   0.184868E+04   0.382420E+02  -0.977736E+02   0.542881E+06   0.177612E+03
   700   0.185353E+04   0.381727E+02  -0.993038E+02   0.541700E+06   0.178266E+03
   701   0.185854E+04   0.380972E+02  -0.100815E+03   0.540522E+06   0.178909E+03
   702   0.186371E+04   0.380156E+02  -0.102306E+03   0.539349E+06   0.179543E+03
   703   0.186904E+04   0.379281E+02  -0.103776E+03   0.538180E+06   0.180167E+03
   704   0.187453E+04   0.378346E+02  -0.105225E+03   0.537015E+06   0.180781E+03
   705   0.188017E+04   0.377352E+02  -0.106652E+03   0.535854E+06   0.181385E+03
   706   0.188597E+04   0.376300E+02  -0.108056E+03   0.534697E+06   0.181978E+03
   707   0.189191E+04   0.375190E+02  -0.109437E+03   0.533544E+06   0.182562E+03
   708   0.189799E+04   0.374022E+02  -0.110794E+03   0.532395E+06   0.183136E+03
   709   0.190422E+04   0.372798E+02  -0.112127E+03   0.531250E+06   0.183699E+03
   710   0.191058E+04   0.371517E+02  -0.113435E+03   0.530109E+06   0.184252E+03
   711   0.191708E+04   0.370181E+02  -0.114718E+03   0.528972E+06   0.184795E+03
   712   0.192372E+04   0.368789E+02  -0.115974E+03   0.527839E+06   0.185327E+03
   713   0.193048E+04   0.367343E+02  -0.117204E+03   0.526709E+06   0.185849E+03
   714   0.193736E+04   0.365843E+02  -0.118405E+03   0.525584E+06   0.186361E+03
   715   0.194437E+04   0.364290E+02  -0.119580E+03   0.524462E+06   0.186862E+03
   716   0.195149E+04   0.362683E+02  -0.120726E+03   0.523344E+06   0.187353E+03
   717   0.195873E+04   0.361024E+02  -0.121842E+03   0.522230E+06   0.187834E+03
   718   0.196607E+04   0.359312E+02  -0.122929E+03   0.521120E+06   0.188303E+03
   719   0.197352E+04   0.357550E+02  -0.123985E+03   0.520014E+06   0.188763E+03
   720   0.198108E+04   0.355738E+02  -0.125012E+03   0.518911E+06   0.189211E+03
   721   0.198872E+04   0.353877E+02  -0.126007E+03   0.517812E+06   0.189649E+03
   722   0.199647E+04   0.351968E+02  -0.126972E+03   0.516717E+06   0.190076E+03
   723   0.200431E+04   0.350012E+02  -0.127905E+03   0.515626E+06   0.190493E+03
   724   0.201225E+04   0.348012E+02  -0.128806E+03   0.514538E+06   0.190899E+03
   725   0.202027E+04   0.345967E+02  -0.129674E+03   0.513454E+06   0.191294E+03
   726   0.202837E+04   0.343878E+02  -0.130510E+03   0.512373E+06   0.191678E+03
   727   0.203656E+04   0.341747E+02  -0.131313E+03   0.511296E+06   0.192051E+03
   728   0.204482E+04   0.339573E+02  -0.132084E+03   0.510223E+06   0.192413E+03
   729   0.205315E+04   0.337359E+02  -0.132819E+03   0.509153E+06   0.192764E+03
   730   0.206155E+04   0.335105E+02  -0.133521E+03   0.508087E+06   0.193104E+03
   731   0.207002E+04   0.332812E+02  -0.134189E+03   0.507025E+06   0.193434E+03
   732   0.207854E+04   0.330480E+02  -0.134821E+03   0.505966E+06   0.193752E+03
   733   0.208712E+04   0.328112E+02  -0.135418E+03   0.504910E+06   0.194059E+03
   734   0.209575E+04   0.325706E+02  -0.135979E+03   0.503859E+06   0.194354E+03
   735   0.210442E+04   0.323267E+02  -0.136505E+03   0.502810E+06   0.194639E+03
   736   0.211314E+04   0.320794E+02  -0.136995E+03   0.501765E+06   0.194912E+03
   737   0.212189E+04   0.318288E+02  -0.137448E+03   0.500724E+06   0.195174E+03
   738   0.213068E+04   0.315750E+02  -0.137865E+03   0.499686E+06   0.195425E+03
   739   0.213950E+04   0.313182E+02  -0.138244E+03   0.498651E+06   0.195664E+03
   740   0.214834E+04   0.310585E+02  -0.138586E+03   0.497620E+06   0.195892E+03
   741   0.215720E+04   0.307960E+02  -0.138892E+03   0.496592E+06   0.196109E+03
   742   0.216607E+04   0.305309E+02  -0.139160E+03   0.495567E+06   0.196314E+03
   743   0.217495E+04   0.302633E+02  -0.139390E+03   0.494546E+06   0.196507E+03
   744   0.218384E+04   0.299932E+02  -0.139583E+03   0.493528E+06   0.196689E+03
   745   0.219272E+04   0.297210E+02  -0.139737E+03   0.492514E+06   0.196859E+03
   746   0.220160E+04   0.294466E+02  -0.139855E+03   0.491502E+06   0.197018E+03
   747   0.221048E+04   0.291702E+02  -0.139934E+03   0.490494E+06   0.197165E+03
   748   0.221933E+04   0.288918E+02  -0.139975E+03   0.489489E+06   0.197300E+03
   749   0.222817E+04   0.286117E+02  -0.139978E+03   0.488488E+06   0.197423E+03
   750   0.223699E+04   0.283299E+02  -0.139943E+03   0.487490E+06   0.197535E+03
   751   0.224579E+04   0.280466E+02  -0.139870E+03   0.486495E+06   0.197635E+03
   752   0.225454E+04   0.277619E+02  -0.139758E+03   0.485503E+06   0.197723E+03
   753   0.226326E+04   0.274758E+02  -0.139608E+03   0.484514E+06   0.197799E+03
   754   0.227195E+04   0.271886E+02  -0.139421E+03   0.483528E+06   0.197864E+03
   755   0.228059E+04   0.269004E+02  -0.139195E+03   0.482546E+06   0.197917E+03
   756   0.228919E+04   0.266112E+02  -0.138931E+03   0.481566E+06   0.197958E+03
   757   0.229774E+04   0.263215E+02  -0.138630E+03   0.480590E+06   0.197988E+03
   758   0.230624E+04   0.260310E+02  -0.138292E+03   0.479617E+06   0.198007E+03
   759   0.231469E+04   0.257402E+02  -0.137917E+03   0.478647E+06   0.198014E+03
   760   0.232308E+04   0.254491E+02  -0.137504E+03   0.477680E+06   0.198010E+03
   761   0.233141E+04   0.251578E+02  -0.137054E+03   0.476716E+06   0.197994E+03
   762   0.233968E+04   0.248665E+02  -0.136567E+03   0.475756E+06   0.197967E+03
   763   0.234788E+04   0.245752E+02  -0.136043E+03   0.474798E+06   0.197929E+03
   764   0.235599E+04   0.242841E+02  -0.135482E+03   0.473843E+06   0.197880E+03
   765   0.236403E+04   0.239934E+02  -0.134884E+03   0.472891E+06   0.197820E+03
   766   0.237198E+04   0.237031E+02  -0.134249E+03   0.471942E+06   0.197748E+03
   767   0.237984E+04   0.234132E+02  -0.133577E+03   0.470997E+06   0.197666E+03
   768   0.238761E+04   0.231241E+02  -0.132868E+03   0.470054E+06   0.197573E+03
   769   0.239526E+04   0.228359E+02  -0.132123E+03   0.469114E+06   0.197469E+03
   770   0.240282E+04   0.225486E+02  -0.131342E+03   0.468177E+06   0.197354E+03
   771   0.241027E+04   0.222625E+02  -0.130526E+03   0.467243E+06   0.197229E+03
   772   0.241760E+04   0.219777E+02  -0.129674E+03   0.466312E+06   0.197092E+03
   773   0.242482E+04   0.216943E+02  -0.128788E+03   0.465384E+06   0.196946E+03
   774   0.243191E+04   0.214125E+02  -0.127868E+03   0.464458E+06   0.196788E+03
   775   0.243888E+04   0.211324E+02  -0.126914E+03   0.463536E+06   0.196620E+03
   776   0.244572E+04   0.208541E+02  -0.125927E+03   0.462616E+06   0.196442E+03
   777   0.245244E+04   0.205778E+02  -0.124906E+03   0.461700E+06   0.196253E+03
   778   0.245904E+04   0.203035E+02  -0.123854E+03   0.460786E+06   0.196053E+03
   779   0.246550E+04   0.200314E+02  -0.122769E+03   0.459875E+06   0.195844E+03
   780   0.247184E+04   0.197617E+02  -0.121653E+03   0.458966E+06   0.195624E+03
   781   0.247804E+04   0.194944E+02  -0.120507E+03   0.458061E+06   0.195394E+03
   782   0.248411E+04   0.192296E+02  -0.119329E+03   0.457158E+06   0.195153E+03
   783   0.249004E+04   0.189674E+02  -0.118121E+03   0.456258E+06   0.194903E+03
   784   0.249583E+04   0.187080E+02  -0.116883E+03   0.455361E+06   0.194643E+03
   785   0.250146E+04   0.184515E+02  -0.115614E+03   0.454467E+06   0.194372E+03
   786   0.250693E+04   0.181979E+02  -0.114315E+03   0.453575E+06   0.194092E+03
   787   0.251225E+04   0.179473E+02  -0.112987E+03   0.452686E+06   0.193801E+03
   788   0.251740E+04   0.177000E+02  -0.111629E+03   0.451799E+06   0.193501E+03
   789   0.252237E+04   0.174560E+02  -0.110242E+03   0.450916E+06   0.193192E+03
   790   0.252718E+04   0.172154E+02  -0.108826E+03   0.450035E+06   0.192872E+03
   791   0.253181E+04   0.169784E+02  -0.107385E+03   0.449157E+06   0.192543E+03
   792   0.253627E+04   0.167452E+02  -0.105916E+03   0.448281E+06   0.192204E+03
   793   0.254055E+04   0.165160E+02  -0.104422E+03   0.447408E+06   0.191855E+03
   794   0.254466E+04   0.162908E+02  -0.102904E+03   0.446537E+06   0.191498E+03
   795   0.254857E+04   0.160698E+02  -0.101363E+03   0.445670E+06   0.191130E+03
   796   0.255231E+04   0.158530E+02  -0.997976E+02   0.444804E+06   0.190753E+03
   797   0.255587E+04   0.156406E+02  -0.982103E+02   0.443942E+06   0.190367E+03
   798   0.255925E+04   0.154325E+02  -0.966006E+02   0.443081E+06   0.189972E+03
   799   0.256244E+04   0.152289E+02  -0.949694E+02   0.442224E+06   0.189567E+03
   800   0.256545E+04   0.150298E+02  -0.933158E+02   0.441369E+06   0.189154E+03
   801   0.256828E+04   0.148353E+02  -0.916422E+02   0.440516E+06   0.188731E+03
   802   0.257092E+04   0.146453E+02  -0.899478E+02   0.439666E+06   0.188299E+03
   803   0.257337E+04   0.144601E+02  -0.882333E+02   0.438819E+06   0.187858E+03
   804   0.257564E+04   0.142797E+02  -0.865003E+02   0.437974E+06   0.187408E+03
   805   0.257770E+04   0.141043E+02  -0.847479E+02   0.437131E+06   0.186950E+03
   806   0.257956E+04   0.139340E+02  -0.829784E+02   0.436291E+06   0.186483E+03
   807   0.258121E+04   0.137688E+02  -0.811903E+02   0.435454E+06   0.186008E+03
   808   0.258265E+04   0.136090E+02  -0.793866E+02   0.434619E+06   0.185524E+03
   809   0.258387E+04   0.134547E+02  -0.775666E+02   0.433786E+06   0.185032E+03
   810   0.258488E+04   0.133058E+02  -0.757310E+02   0.432956E+06   0.184532E+03
   811   0.258567E+04   0.131625E+02  -0.738814E+02   0.432128E+06   0.184024E+03
   812   0.258627E+04   0.130247E+02  -0.720184E+02   0.431302E+06   0.183508E+03
   813   0.258665E+04   0.128926E+02  -0.701432E+02   0.430479E+06   0.182984E+03
   814   0.258684E+04   0.127661E+02  -0.682565E+02   0.429659E+06   0.182452E+03
   815   0.258683E+04   0.126452E+02  -0.663592E+02   0.428840E+06   0.181913E+03
   816   0.258662E+04   0.125302E+02  -0.644522E+02   0.428025E+06   0.181367E+03
   817   0.258622E+04   0.124209E+02  -0.625362E+02   0.427211E+06   0.180813E+03
   818   0.258561E+04   0.123175E+02  -0.606112E+02   0.426400E+06   0.180251E+03
   819   0.258480E+04   0.122200E+02  -0.586777E+02   0.425591E+06   0.179683E+03
   820   0.258377E+04   0.121285E+02  -0.567362E+02   0.424785E+06   0.179108E+03
   821   0.258252E+04   0.120431E+02  -0.547870E+02   0.423980E+06   0.178525E+03
   822   0.258105E+04   0.119639E+02  -0.528305E+02   0.423179E+06   0.177936E+03
   823   0.257935E+04   0.118908E+02  -0.508671E+02   0.422379E+06   0.177340E+03
   824   0.257742E+04   0.118239E+02  -0.488979E+02   0.421582E+06   0.176738E+03
   825   0.257528E+04   0.117633E+02  -0.469241E+02   0.420787E+06   0.176129E+03
   826   0.257292E+04   0.117090E+02  -0.449469E+02   0.419994E+06   0.175514E+03
   827   0.257035E+04   0.116609E+02  -0.429675E+02   0.419204E+06   0.174892E+03
   828   0.256758E+04   0.116192E+02  -0.409868E+02   0.418415E+06   0.174264E+03
   829   0.256461E+04   0.115838E+02  -0.390063E+02   0.417630E+06   0.173631E+03
   830   0.256145E+04   0.115547E+02  -0.370268E+02   0.416846E+06   0.172991E+03
   831   0.255810E+04   0.115320E+02  -0.350488E+02   0.416064E+06   0.172345E+03
   832   0.255454E+04   0.115156E+02  -0.330728E+02   0.415285E+06   0.171694E+03
   833   0.255078E+04   0.115058E+02  -0.310991E+02   0.414508E+06   0.171037E+03
   834   0.254682E+04   0.115023E+02  -0.291279E+02   0.413733E+06   0.170375E+03
   835   0.254264E+04   0.115054E+02  -0.271598E+02   0.412960E+06   0.169707E+03
   836   0.253824E+04   0.115150E+02  -0.251949E+02   0.412190E+06   0.169034E+03
   837   0.253362E+04   0.115311E+02  -0.232339E+02   0.411422E+06   0.168356E+03
   838   0.252880E+04   0.115538E+02  -0.212775E+02   0.410655E+06   0.167673E+03
   839   0.252375E+04   0.115829E+02  -0.193268E+02   0.409891E+06   0.166985E+03
   840   0.251851E+04   0.116185E+02  -0.173828E+02   0.409129E+06   0.166292E+03
   841   0.251307E+04   0.116604E+02  -0.154464E+02   0.408370E+06   0.165594E+03
   842   0.250744E+04   0.117088E+02  -0.135187E+02   0.407612E+06   0.164892E+03
   843   0.250161E+04   0.117635E+02  -0.116006E+02   0.406856E+06   0.164185E+03
   844   0.249561E+04   0.118244E+02  -0.969315E+01   0.406103E+06   0.163473E+03
   845   0.248942E+04   0.118916E+02  -0.779683E+01   0.405352E+06   0.162758E+03
   846   0.248305E+04   0.119652E+02  -0.591237E+01   0.404602E+06   0.162038E+03
   847   0.247649E+04   0.120451E+02  -0.404024E+01   0.403855E+06   0.161314E+03
   848   0.246974E+04   0.121313E+02  -0.218105E+01   0.403110E+06   0.160587E+03
   849   0.246280E+04   0.122240E+02  -0.335362E+00   0.402367E+06   0.159855E+03
   850   0.245566E+04   0.123230E+02   0.149626E+01   0.401626E+06   0.159120E+03
   851   0.244834E+04   0.124285E+02   0.331325E+01   0.400887E+06   0.158381E+03
   852   0.244082E+04   0.125402E+02   0.511509E+01   0.400150E+06   0.157638E+03
   853   0.243311E+04   0.126582E+02   0.690128E+01   0.399415E+06   0.156892E+03
   854   0.242522E+04   0.127822E+02   0.867129E+01   0.398682E+06   0.156142E+03
   855   0.241717E+04   0.129123E+02   0.104246E+02   0.397951E+06   0.155389E+03
   856   0.240894E+04   0.130483E+02   0.121608E+02   0.397221E+06   0.154633E+03
   857   0.240055E+04   0.131900E+02   0.138793E+02   0.396494E+06   0.153873E+03
   858   0.239201E+04   0.133376E+02   0.155795E+02   0.395769E+06   0.153110E+03
   859   0.238331E+04   0.134908E+02   0.172606E+02   0.395046E+06   0.152343E+03
   860   0.237446E+04   0.136496E+02   0.189218E+02   0.394325E+06   0.151574E+03
   861   0.236545E+04   0.138142E+02   0.205622E+02   0.393606E+06   0.150801E+03
   862   0.235629E+04   0.139843E+02   0.221809E+02   0.392889E+06   0.150024E+03
   863   0.234699E+04   0.141601E+02   0.237772E+02   0.392173E+06   0.149245E+03
   864   0.233754E+04   0.143415E+02   0.253499E+02   0.391460E+06   0.148463E+03
   865   0.232795E+04   0.145285E+02   0.268985E+02   0.390749E+06   0.147678E+03
   866   0.231822E+04   0.147210E+02   0.284225E+02   0.390039E+06   0.146889E+03
   867   0.230834E+04   0.149189E+02   0.299221E+02   0.389331E+06   0.146098E+03
   868   0.229832E+04   0.151221E+02   0.313968E+02   0.388626E+06   0.145304E+03
   869   0.228816E+04   0.153304E+02   0.328465E+02   0.387922E+06   0.144506E+03
   870   0.227787E+04   0.155440E+02   0.342711E+02   0.387220E+06   0.143707E+03
   871   0.226744E+04   0.157625E+02   0.356704E+02   0.386520E+06   0.142904E+03
   872   0.225688E+04   0.159860E+02   0.370443E+02   0.385822E+06   0.142098E+03
   873   0.224619E+04   0.162142E+02   0.383921E+02   0.385126E+06   0.141290E+03
   874   0.223539E+04   0.164472E+02   0.397133E+02   0.384431E+06   0.140479E+03
   875   0.222446E+04   0.166847E+02   0.410074E+02   0.383739E+06   0.139666E+03
   876   0.221342E+04   0.169267E+02   0.422738E+02   0.383048E+06   0.138850E+03
   877   0.220227E+04   0.171731E+02   0.435118E+02   0.382359E+06   0.138031E+03
   878   0.219103E+04   0.174236E+02   0.447211E+02   0.381672E+06   0.137210E+03
   879   0.217969E+04   0.176784E+02   0.459009E+02   0.380987E+06   0.136387E+03
   880   0.216826E+04   0.179371E+02   0.470509E+02   0.380303E+06   0.135561E+03
   881   0.215673E+04   0.181998E+02   0.481705E+02   0.379622E+06   0.134732E+03
   882   0.214512E+04   0.184664E+02   0.492593E+02   0.378942E+06   0.133902E+03
   883   0.213342E+04   0.187367E+02   0.503166E+02   0.378264E+06   0.133069E+03
   884   0.212164E+04   0.190108E+02   0.513421E+02   0.377588E+06   0.132233E+03
   885   0.210977E+04   0.192886E+02   0.523353E+02   0.376913E+06   0.131396E+03
   886   0.209781E+04   0.195698E+02   0.532956E+02   0.376241E+06   0.130556E+03
   887   0.208578E+04   0.198546E+02   0.542231E+02   0.375570E+06   0.129715E+03
   888   0.207368E+04   0.201426E+02   0.551176E+02   0.374901E+06   0.128871E+03
   889   0.206150E+04   0.204338E+02   0.559791E+02   0.374234E+06   0.128025E+03
   890   0.204926E+04   0.207282E+02   0.568075E+02   0.373568E+06   0.127177E+03
   891   0.203695E+04   0.210255E+02   0.576029E+02   0.372904E+06   0.126328E+03
   892   0.202458E+04   0.213256E+02   0.583650E+02   0.372242E+06   0.125476E+03
   893   0.201215E+04   0.216284E+02   0.590939E+02   0.371582E+06   0.124622E+03
   894   0.199968E+04   0.219338E+02   0.597895E+02   0.370923E+06   0.123767E+03
   895   0.198715E+04   0.222416E+02   0.604514E+02   0.370266E+06   0.122910E+03
   896   0.197458E+04   0.225517E+02   0.610798E+02   0.369611E+06   0.122051E+03
   897   0.196197E+04   0.228639E+02   0.616744E+02   0.368957E+06   0.121190E+03
   898   0.194931E+04   0.231781E+02   0.622350E+02   0.368305E+06   0.120328E+03
   899   0.193663E+04   0.234941E+02   0.627616E+02   0.367655E+06   0.119464E+03
   900   0.192392E+04   0.238119E+02   0.632539E+02   0.367007E+06   0.118599E+03
   901   0.191118E+04   0.241312E+02   0.637119E+02   0.366360E+06   0.117732E+03
   902   0.189843E+04   0.244520E+02   0.641355E+02   0.365715E+06   0.116863E+03
   903   0.188566E+04   0.247741E+02   0.645245E+02   0.365071E+06   0.115994E+03
   904   0.187287E+04   0.250974E+02   0.648788E+02   0.364429E+06   0.115123E+03
   905   0.186008E+04   0.254217E+02   0.651984E+02   0.363789E+06   0.114250E+03
   906   0.184728E+04   0.257471E+02   0.654831E+02   0.363151E+06   0.113377E+03
   907   0.183448E+04   0.260732E+02   0.657327E+02   0.362514E+06   0.112503E+03
   908   0.182169E+04   0.264000E+02   0.659475E+02   0.361878E+06   0.111627E+03
   909   0.180890E+04   0.267275E+02   0.661273E+02   0.361245E+06   0.110751E+03
   910   0.179612E+04   0.270554E+02   0.662722E+02   0.360613E+06   0.109875E+03
   911   0.178336E+04   0.273836E+02   0.663824E+02   0.359982E+06   0.108997E+03
   912   0.177062E+04   0.277120E+02   0.664579E+02   0.359353E+06   0.108119E+03
   913   0.175790E+04   0.280406E+02   0.664988E+02   0.358726E+06   0.107241E+03
